timestamp,liquidity_usd,price_usd
0,100000.00,0.5
5,100886.56,0.5
10,101693.93,0.5
15,102349.98,0.5
20,102796.12,0.5
25,102992.48,0.5
30,102921.54,0.5
35,102589.63,0.5
40,102026.39,0.5
45,101282.14,0.5
50,100423.36,0.5
55,99526.76,0.5
60,98672.44,0.5
65,97936.70,0.5
70,97385.27,0.5
75,97067.41,0.5
80,97011.51,0.5
85,97222.56,0.5
90,97681.71,0.5
95,98347.94,0.5
100,99161.75,0.5
105,100050.44,0.5
110,100934.62,0.5
115,101735.32,0.5
120,102381.00,0.5
125,102814.00,0.5
130,102995.63,0.5
135,102909.67,0.5
140,102563.80,0.5
145,101988.91,0.5
150,101236.36,0.5
155,100373.36,0.5
160,99477.02,0.5
165,98627.39,0.5
170,97900.38,0.5
175,97360.91,0.5
180,97057.19,0.5
185,97016.34,0.5
190,97242.01,0.5
195,97714.05,0.5
200,98390.28,0.5
205,99210.30,0.5
210,100100.87,0.5
215,100982.42,0.5
220,101776.22,0.5
225,102411.35,0.5
230,102831.09,0.5
235,102997.93,0.5
240,102896.97,0.5
245,102537.24,0.5
250,101950.86,0.5
255,101190.22,0.5
260,100323.26,0.5
265,99427.42,0.5
270,98582.73,0.5
275,97864.64,0.5
280,97337.30,0.5
285,97047.80,0.5
290,97022.02,0.5
295,97262.25,0.5
300,97747.04,0.5
305,98433.07,0.5
310,99259.08,0.5
315,100151.27,0.5
320,101029.94,0.5
325,101816.62,0.5
330,102441.02,0.5
335,102847.37,0.5
340,102999.38,0.5
345,102883.46,0.5
350,102509.97,0.5
355,101912.27,0.5
360,101143.75,0.5
365,100273.07,0.5
370,99377.99,0.5
375,98538.48,0.5
380,97829.52,0.5
385,97314.44,0.5
390,97039.25,0.5
395,97028.54,0.5
400,97283.26,0.5
405,97780.66,0.5
410,98476.31,0.5
415,99308.06,0.5
420,100201.62,0.5
425,101077.18,0.5
430,101856.51,0.5
435,102470.00,0.5
440,102862.86,0.5
445,102999.98,0.5
450,102869.13,0.5
455,102481.98,0.5
460,101873.13,0.5
465,101096.96,0.5
470,100222.80,0.5
475,99328.73,0.5
480,98494.63,0.5
485,97795.00,0.5
490,97292.34,0.5
495,97031.54,0.5
500,97035.91,0.5
505,97305.05,0.5
510,97814.92,0.5
515,98519.98,0.5
520,99357.24,0.5
525,100251.92,0.5
530,101124.10,0.5
535,101895.87,0.5
540,102498.28,0.5
545,102877.53,0.5
550,102999.74,0.5
555,102853.99,0.5
560,102453.30,0.5
565,101833.47,0.5
570,101049.85,0.5
575,100172.46,0.5
580,99279.67,0.5
585,98451.21,0.5
590,97761.11,0.5
595,97271.00,0.5
600,97024.66,0.5
605,97044.10,0.5
610,97327.59,0.5
615,97849.79,0.5
620,98564.06,0.5
625,99406.60,0.5
630,100302.15,0.5
635,101170.71,0.5
640,101934.69,0.5
645,102525.85,0.5
650,102891.39,0.5
655,102998.64,0.5
660,102838.04,0.5
665,102423.92,0.5
670,101793.28,0.5
675,101002.45,0.5
680,100122.08,0.5
685,99230.80,0.5
690,98408.23,0.5
695,97727.85,0.5
700,97250.44,0.5
705,97018.63,0.5
710,97053.14,0.5
715,97350.89,0.5
720,97885.27,0.5
725,98608.55,0.5
730,99456.13,0.5
735,100352.29,0.5
740,101216.99,0.5
745,101972.97,0.5
750,102552.71,0.5
755,102904.43,0.5
760,102996.70,0.5
765,102821.29,0.5
770,102393.86,0.5
775,101752.59,0.5
780,100954.77,0.5
785,100071.66,0.5
790,99182.15,0.5
795,98365.70,0.5
800,97695.24,0.5
805,97230.65,0.5
810,97013.44,0.5
815,97063.01,0.5
820,97374.93,0.5
825,97921.35,0.5
830,98653.44,0.5
835,99505.82,0.5
840,100402.34,0.5
845,101262.92,0.5
850,102010.69,0.5
855,102578.85,0.5
860,102916.65,0.5
865,102993.91,0.5
870,102803.74,0.5
875,102363.12,0.5
880,101711.40,0.5
885,100906.82,0.5
890,100021.23,0.5
895,99133.74,0.5
