timestamp,liquidity_usd,price_usd
0,100000.00,0.5
5,100000.00,0.5
10,100000.00,0.5
15,100000.00,0.5
20,100000.00,0.5
25,100000.00,0.5
30,100000.00,0.5
35,100000.00,0.5
40,100000.00,0.5
45,100000.00,0.5
50,100000.00,0.5
55,100000.00,0.5
60,100000.00,0.5
65,100000.00,0.5
70,100000.00,0.5
75,100000.00,0.5
80,100000.00,0.5
85,100000.00,0.5
90,100000.00,0.5
95,100000.00,0.5
100,100000.00,0.5
105,100000.00,0.5
110,100000.00,0.5
115,100000.00,0.5
120,100000.00,0.5
125,100000.00,0.5
130,100000.00,0.5
135,100000.00,0.5
140,100000.00,0.5
145,100000.00,0.5
150,100000.00,0.5
155,100000.00,0.5
160,100000.00,0.5
165,100000.00,0.5
170,100000.00,0.5
175,100000.00,0.5
180,100000.00,0.5
185,100000.00,0.5
190,100000.00,0.5
195,100000.00,0.5
200,100000.00,0.5
205,100000.00,0.5
210,100000.00,0.5
215,100000.00,0.5
220,100000.00,0.5
225,100000.00,0.5
230,100000.00,0.5
235,100000.00,0.5
240,100000.00,0.5
245,100000.00,0.5
250,100000.00,0.5
255,100000.00,0.5
260,100000.00,0.5
265,100000.00,0.5
270,100000.00,0.5
275,100000.00,0.5
280,100000.00,0.5
285,100000.00,0.5
290,100000.00,0.5
295,100000.00,0.5
300,100000.00,0.5
305,100000.00,0.5
310,100000.00,0.5
315,100000.00,0.5
320,100000.00,0.5
325,100000.00,0.5
330,100000.00,0.5
335,100000.00,0.5
340,100000.00,0.5
345,100000.00,0.5
350,100000.00,0.5
355,100000.00,0.5
360,100000.00,0.5
365,100000.00,0.5
370,100000.00,0.5
375,100000.00,0.5
380,100000.00,0.5
385,100000.00,0.5
390,100000.00,0.5
395,100000.00,0.5
400,100000.00,0.5
405,100000.00,0.5
410,100000.00,0.5
415,100000.00,0.5
420,100000.00,0.5
425,100000.00,0.5
430,100000.00,0.5
435,100000.00,0.5
440,100000.00,0.5
445,100000.00,0.5
450,100000.00,0.5
455,100000.00,0.5
460,100000.00,0.5
465,100000.00,0.5
470,100000.00,0.5
475,100000.00,0.5
480,100000.00,0.5
485,100000.00,0.5
490,100000.00,0.5
495,100000.00,0.5
500,100000.00,0.5
505,100000.00,0.5
510,100000.00,0.5
515,100000.00,0.5
520,100000.00,0.5
525,100000.00,0.5
530,100000.00,0.5
535,100000.00,0.5
540,100000.00,0.5
545,100000.00,0.5
550,100000.00,0.5
555,100000.00,0.5
560,100000.00,0.5
565,100000.00,0.5
570,100000.00,0.5
575,100000.00,0.5
580,100000.00,0.5
585,100000.00,0.5
590,100000.00,0.5
595,100000.00,0.5
600,100000.00,0.5
605,100000.00,0.5
610,100000.00,0.5
615,100000.00,0.5
620,100000.00,0.5
625,100000.00,0.5
630,100000.00,0.5
635,100000.00,0.5
640,100000.00,0.5
645,100000.00,0.5
650,100000.00,0.5
655,100000.00,0.5
660,100000.00,0.5
665,100000.00,0.5
670,100000.00,0.5
675,100000.00,0.5
680,100000.00,0.5
685,100000.00,0.5
690,100000.00,0.5
695,100000.00,0.5
700,100000.00,0.5
705,100000.00,0.5
710,100000.00,0.5
715,100000.00,0.5
720,100000.00,0.5
725,100000.00,0.5
730,100000.00,0.5
735,100000.00,0.5
740,100000.00,0.5
745,100000.00,0.5
750,100000.00,0.5
755,100000.00,0.5
760,100000.00,0.5
765,100000.00,0.5
770,100000.00,0.5
775,100000.00,0.5
780,100000.00,0.5
785,100000.00,0.5
790,100000.00,0.5
795,100000.00,0.5
800,100000.00,0.5
805,100000.00,0.5
810,100000.00,0.5
815,100000.00,0.5
820,100000.00,0.5
825,100000.00,0.5
830,100000.00,0.5
835,100000.00,0.5
840,100000.00,0.5
845,100000.00,0.5
850,100000.00,0.5
855,100000.00,0.5
860,100000.00,0.5
865,100000.00,0.5
870,100000.00,0.5
875,100000.00,0.5
880,100000.00,0.5
885,100000.00,0.5
890,100000.00,0.5
895,100000.00,0.5
